CIE-10	Enfermedad	MF	MG	MF o MG	Atencion_primaria	Especialistas	Especialista_1	A1	A2	A3	A4	A5	Especialista_1_Total_k	Especialista_2	B1	B2	B3	B4	B5	Especialista_2_Total_k	Especialista_3	C1	C2	C3	C4	C5	Especialista_3_Total_k	Especialista_4	D1	D2	D3	D4	D5	Especialista_4_Total_k	Especialista_5	E1	E2	E3	E4	E5	Especialista_5_Total_k	Totales	Grupo Etario
J30.0	RINITIS VASOMOTORA	1	0	4	5	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
J30.1	RINITIS ALERGICA DEBIDA AL POLEN	0	0	5	5	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
J30.2	OTRA RINITIS ALERGICA ESTACIONAL	0	0	5	5	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
J30.3	OTRAS RINITIS ALERGICAS	0	1	4	5	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
J30.4	RINITIS ALERGICA, NO ESPECIFICADA	0	1	4	5	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
J31.0	RINITIS CRONICA	0	0	4	4	1	OTORRINOLARINGOLOGIA	0	1	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
J31.1	RINOFARINGITIS CRONICA	0	0	4	4	1	OTORRINOLARINGOLOGIA	0	1	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
J31.2	FARINGITIS CRONICA	0	0	4	4	1	OTORRINOLARINGOLOGIA	0	1	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
J34.0	ABSCESO, FURUNCULO Y ANTRAX DE LA NARIZ	1	0	1	2	3	OTORRINOLARINGOLOGIA	3	0	0	0	0	3		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
J34.1	QUISTE Y MUCOCELE DE LA NARIZ Y DEL SENO PARANASAL	0	0	0	0	5	OTORRINOLARINGOLOGIA	2	2	1	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
J34.2	DESVIACION DEL TABIQUE NASAL	0	0	0	0	5	OTORRINOLARINGOLOGIA	3	1	0	0	1	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
J34.3	HIPERTROFIA DE LOS CORNETES NASALES	1	0	0	1	4	OTORRINOLARINGOLOGIA	1	2	0	0	1	4		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
J34.8	OTROS TRASTORNOS ESPECIFICADOS DE LA NARIZ Y DE LOS SENOS PARANASALES	0	0	1	1	4	OTORRINOLARINGOLOGIA	1	1	2	0	0	4		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
J45.0	ASMA PREDOMINANTEMENTE ALERGICA	1	0	4	5	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
J45.1	ASMA NO ALERGICA	0	0	4	4	1	NEUMOLOGIA	0	0	1	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
J45.8	ASMA MIXTA	0	0	3	3	2	NEUMOLOGIA	1	0	1	0	0	2		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
J45.9	ASMA, NO ESPECIFICADO	0	0	5	5	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
K30	DISPEPSIA	0	0	5	5	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
K21.0	ENFERMEDAD DEL REFLUJO GASTROESOFAGICO CON ESOFAGITIS	0	0	1	1	4	GASTROENTEROLOGIA	4	0	0	0	0	4		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
K21.9	ENFERMEDAD DEL REFLUJO GASTROESOFAGICO SIN ESOFAGITIS	0	0	1	1	4	GASTROENTEROLOGIA	2	2	0	0	0	4		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
K29.0	GASTRITIS AGUDA HEMORRAGICA	0	0	0	0	5	GASTROENTEROLOGIA	5	0	0	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
K29.1	OTRAS GASTRITIS AGUDAS	2	1	2	5	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
K29.3	GASTRITIS CRONICA SUPERFICIAL	0	1	2	3	2	GASTROENTEROLOGIA	1	1	0	0	0	2		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
K29.4	GASTRITIS CRONICA ATROFICA	1	0	1	2	3	GASTROENTEROLOGIA	2	1	0	0	0	3		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
K29.5	GASTRITIS CRONICA, NO ESPECIFICADA	1	1	2	4	1	GASTROENTEROLOGIA	0	1	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
K29.6	OTRAS GASTRITIS	2	1	1	4	1	GASTROENTEROLOGIA	0	0	1	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
K29.7	GASTRITIS, NO ESPECIFICADA	2	1	2	5	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
K29.8	DUODENITIS	1	0	0	1	4	GASTROENTEROLOGIA	1	3	0	0	0	4		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
K29.9	GASTRODUODENITIS, NO ESPECIFICADA	2	0	0	2	3	GASTROENTEROLOGIA	1	1	1	0	0	3		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
K40.0	HERNIA INGUINAL BILATERAL CON OBSTRUCCION, SIN GANGRENA	0	0	0	0	5	CIRUGIA GENERAL	5	0	0	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
K40.1	HERNIA INGUINAL BILATERAL, CON GANGRENA	0	0	0	0	5	CIRUGIA GENERAL	5	0	0	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
K40.2	HERNIA INGUINAL BILATERAL, SIN OBSTRUCCION NI GANGRENA	0	0	0	0	5	CIRUGIA GENERAL	3	1	1	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
K40.3	HERNIA INGUINAL UNILATERAL O NO ESPECIFICADA, CON OBSTRUCCION, SIN GANGRENA	0	0	0	0	5	CIRUGIA GENERAL	5	0	0	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
K40.4	HERNIA INGUINAL UNILATERAL O NO ESPECIFICADA, CON GANGRENA	0	0	0	0	5	CIRUGIA GENERAL	5	0	0	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
K40.9	HERNIA INGUINAL UNILATERAL O NO ESPECIFICADA, SIN OBSTRUCCION NI GANGRENA	0	0	0	0	5	CIRUGIA GENERAL	3	1	1	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
K42.0	HERNIA UMBILICAL CON OBSTRUCCION, SIN GANGRENA	0	0	0	0	5	CIRUGIA GENERAL	5	0	0	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
K42.1	HERNIA UMBILICAL CON GANGRENA	0	0	0	0	5	CIRUGIA GENERAL	5	0	0	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
K42.9	HERNIA UMBILICAL SIN OBSTRUCCION NI GANGRENA	0	0	0	0	5	CIRUGIA GENERAL	4	0	1	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
K59.0	CONSTIPACION	0	0	5	5	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
K59.1	DIARREA FUNCIONAL	1	0	3	4	1	GASTROENTEROLOGIA	0	0	0	0	1	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
K59.2	INTESTINO NEUROGENICO, NO CLASIFICADO EN OTRA PARTE	1	0	1	2	3	GASTROENTEROLOGIA	2	0	0	0	1	3		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
K59.3	MEGACOLON, NO CLASIFICADO EN OTRA PARTE	0	0	2	2	3	GASTROENTEROLOGIA	1	1	0	0	1	3		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
K59.4	ESPASMO ANAL	1	0	1	2	3	GASTROENTEROLOGIA	2	0	0	0	1	3		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
K59.8	OTROS TRASTORNOS FUNCIONALES ESPECIFICADOS DEL INTESTINO	0	0	3	3	2	GASTROENTEROLOGIA	0	1	0	0	1	2		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
K59.9	TRASTORNO FUNCIONAL INTESTINAL, NO ESPECIFICADO	0	0	3	3	2	GASTROENTEROLOGIA	0	1	0	0	1	2		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
K76.0	DEGENERACION GRASA DEL HIGADO, NO CLASIFICADA EN OTRA PARTE	1	0	2	3	2	MEDICINA COMPLEMENTARIA	0	0	1	0	0	1	GASTROENTEROLOGIA	1	0	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
K76.1	CONGESTION PASIVA CRONICA DEL HIGADO	0	0	1	1	4	GASTROENTEROLOGIA	3	1	0	0	0	4		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
K76.5	ENFERMEDAD VENO-OCLUSIVA DEL HIGADO	0	0	1	1	4	GASTROENTEROLOGIA	3	0	0	0	0	3	CIRUGIA GENERAL	1	0	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
K76.6	HIPERTENSION PORTAL	0	0	2	2	3	GASTROENTEROLOGIA	2	1	0	0	0	3		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
K76.8	OTRAS ENFERMEDADES ESPECIFICADAS DEL HIGADO	0	0	2	2	3	GASTROENTEROLOGIA	1	1	1	0	0	3		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
K76.9	ENFERMEDAD DEL HIGADO, NO ESPECIFICADA	1	0	2	3	2	GASTROENTEROLOGIA	1	0	0	1	0	2		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
K80.0	CALCULO DE LA VESICULA BILIAR CON COLECISTITIS AGUDA	0	0	0	0	5	CIRUGIA GENERAL	5	0	0	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
K80.1	CALCULO DE LA VESICULA BILIAR CON OTRA COLECISTITIS	0	0	1	1	4	CIRUGIA GENERAL	4	0	0	0	0	4		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
K80.2	CALCULO DE LA VESICULA BILIAR SIN COLECISTITIS	1	0	1	2	3	CIRUGIA GENERAL	1	1	1	0	0	3		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
K80.3	CALCULO DE CONDUCTO BILIAR CON COLANGITIS	0	0	0	0	5	GASTROENTEROLOGIA	4	0	0	0	0	4	CIRUGIA GENERAL	1	0	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
K80.4	CALCULO DE CONDUCTO BILIAR CON COLECISTITIS	0	0	0	0	5	GASTROENTEROLOGIA	3	0	0	0	0	3	CIRUGIA GENERAL	2	0	0	0	0	2		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
K80.5	CALCULO DE CONDUCTO BILIAR SIN COLANGITIS NI COLECISTITIS	0	0	1	1	4	CIRUGIA GENERAL	2	0	0	0	0	2	GASTROENTEROLOGIA	2	0	0	0	0	2		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
K80.8	OTRAS COLELITIASIS	0	0	2	2	3	CIRUGIA GENERAL	1	2	0	0	0	3		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
K81.0	COLECISTITIS AGUDA	0	0	0	0	5	CIRUGIA GENERAL	4	1	0	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
K81.1	COLECISTITIS CRONICA	0	0	1	1	4	CIRUGIA GENERAL	1	2	1	0	0	4		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
K81.8	OTRAS COLECISTITIS	0	0	1	1	4	CIRUGIA GENERAL	2	2	0	0	0	4		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
K81.9	COLECISTITIS, NO ESPECIFICADA	0	0	0	0	5	CIRUGIA GENERAL	3	2	0	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
L30.0	DERMATITIS NUMULAR	1	0	0	1	4	DERMATOLOGIA	2	0	1	0	1	4		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
L30.1	DISHIDROSIS [PONFOLIX]	1	0	0	1	4	DERMATOLOGIA	1	2	0	0	1	4		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
L30.2	AUTOSENSIBILIZACION CUTANEA	0	1	0	1	4	DERMATOLOGIA	2	1	0	0	1	4		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
L30.3	DERMATITIS INFECCIOSA	2	0	1	3	2	DERMATOLOGIA	2	0	0	0	0	2		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
L30.4	ERITEMA INTERTRIGO	2	0	0	2	3	DERMATOLOGIA	1	0	1	0	1	3		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
L30.5	PITIRIASIS ALBA	3	0	0	3	2	DERMATOLOGIA	1	0	0	0	1	2		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
L30.8	OTRAS DERMATITIS ESPECIFICADAS	1	0	3	4	1	DERMATOLOGIA	1	0	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
L30.9	DERMATITIS, NO ESPECIFICADA	1	1	2	4	1	DERMATOLOGIA	1	0	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M05.1	ENFERMEDAD REUMATOIDE DEL PULMON (J99.0*)	0	0	0	0	5	NEUMOLOGIA	2	0	0	0	0	2	REUMATOLOGIA	2	1	0	0	0	3		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M05.2	VASCULITIS REUMATOIDE	0	0	0	0	5	REUMATOLOGIA	4	0	1	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M05.3	ARTRITIS REUMATOIDE CON COMPROMISO DE OTROS ORGANOS O SISTEMAS	0	0	0	0	5	REUMATOLOGIA	5	0	0	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M05.8	OTRAS ARTRITIS REUMATOIDEAS SEROPOSITIVAS	0	0	1	1	4	REUMATOLOGIA	3	0	1	0	0	4		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M05.9	ARTRITIS REUMATOIDEA SEROPOSITIVA, SIN OTRA ESPECIFICACION	0	0	0	0	5	REUMATOLOGIA	3	2	0	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M15.0	(OSTEO)ARTROSIS PRIMARIA GENERALIZADA	0	0	1	1	4	REUMATOLOGIA	2	1	0	0	0	3	ORTOPEDIA Y TRAUMATOLOGIA	0	1	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M15.1	NODULOS DE HEBERDEN (CON ARTROPATIA)	0	0	2	2	3	REUMATOLOGIA	2	0	0	0	0	2	UROLOGIA GENERAL	0	0	1	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M15.2	NODULOS DE BOUCHARD (CON ARTROPATIA)	0	0	2	2	3	REUMATOLOGIA	2	0	0	0	1	3		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M15.3	ARTROSIS SECUNDARIA MULTIPLE	0	0	1	1	4	REUMATOLOGIA	2	2	0	0	0	4		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M15.4	(OSTEO)ARTROSIS EROSIVA	1	0	1	2	3	REUMATOLOGIA	1	1	0	0	0	2	ORTOPEDIA Y TRAUMATOLOGIA	0	0	1	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M15.8	OTRAS POLIARTROSIS	1	0	1	2	3	REUMATOLOGIA	2	0	0	0	1	3		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M15.9	POLIARTROSIS, NO ESPECIFICADA	1	0	2	3	2	REUMATOLOGIA	1	0	1	0	0	2		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M17.0	GONARTROSIS PRIMARIA, BILATERAL	1	0	1	2	3	ORTOPEDIA Y TRAUMATOLOGIA	1	1	0	0	0	2	MEDICINA FISICA Y REHABILITACION	1	0	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M17.1	OTRAS GONARTROSIS PRIMARIAS	1	0	1	2	3	ORTOPEDIA Y TRAUMATOLOGIA	1	1	0	0	0	2	REUMATOLOGIA	1	0	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M17.2	GONARTROSIS POSTRAUMATICA, BILATERAL	0	0	0	0	5	REUMATOLOGIA	1	0	0	0	0	1	ORTOPEDIA Y TRAUMATOLOGIA	2	1	0	0	0	3	MEDICINA FISICA Y REHABILITACION	1	0	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M17.3	OTRAS GONARTROSIS POSTRAUMATICAS:	0	0	0	0	5	REUMATOLOGIA	1	0	0	0	0	1	ORTOPEDIA Y TRAUMATOLOGIA	2	1	0	0	0	3	ONCOLOGIA MEDICA	1	0	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M17.4	OTRAS GONARTROSIS SECUNDARIAS, BILATERALES	0	0	0	0	5	REUMATOLOGIA	1	0	1	0	0	2	ORTOPEDIA Y TRAUMATOLOGIA	1	2	0	0	0	3		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M17.5	OTRAS GONARTROSIS SECUNDARIAS	1	0	0	1	4	REUMATOLOGIA	1	0	1	0	0	2	ORTOPEDIA Y TRAUMATOLOGIA	1	1	0	0	0	2		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M17.9	GONARTROSIS, NO ESPECIFICADA	2	0	0	2	3	ORTOPEDIA Y TRAUMATOLOGIA	0	0	2	0	0	2	REUMATOLOGIA	1	0	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M19.0	ARTROSIS PRIMARIA DE OTRAS ARTICULACIONES	1	0	3	4	1	ORTOPEDIA Y TRAUMATOLOGIA	0	0	0	0	1	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M19.1	ARTROSIS POSTRAUMATICA DE OTRAS ARTICULACIONES	0	0	1	1	4	MEDICINA FISICA Y REHABILITACION	0	2	0	0	0	2	ORTOPEDIA Y TRAUMATOLOGIA	1	0	0	0	1	2		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M19.2	ARTROSIS SECUNDARIA DE OTRAS ARTICULACIONES	0	0	1	1	4	REUMATOLOGIA	0	1	0	0	0	1	ORTOPEDIA Y TRAUMATOLOGIA	0	1	0	0	1	2	MEDICINA FISICA Y REHABILITACION	0	1	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M19.8	OTRAS ARTROSIS ESPECIFICADAS	2	0	2	4	1	ORTOPEDIA Y TRAUMATOLOGIA	0	0	0	0	1	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M19.9	ARTROSIS, NO ESPECIFICADA	1	1	2	4	1	ORTOPEDIA Y TRAUMATOLOGIA	0	0	0	0	1	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M23.0	MENISCO QUISTICO	0	1	0	1	4	ORTOPEDIA Y TRAUMATOLOGIA	3	0	0	0	1	4		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M23.1	MENISCO DISCOIDE (CONGENITO)	0	1	0	1	4	ORTOPEDIA Y TRAUMATOLOGIA	3	0	0	0	1	4		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M23.2	TRASTORNO DE MENISCO DEBIDO A DESGARRO O LESION ANTIGUA	0	1	0	1	4	ORTOPEDIA Y TRAUMATOLOGIA	3	1	0	0	0	4		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M23.3	OTROS TRASTORNOS DE LOS MENISCOS	0	1	0	1	4	ORTOPEDIA Y TRAUMATOLOGIA	2	2	0	0	0	4		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M23.4	CUERPO FLOTANTE EN LA RODILLA	0	1	0	1	4	ORTOPEDIA Y TRAUMATOLOGIA	4	0	0	0	0	4		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M23.5	INESTABILIDAD CRONICA DE LA RODILLA	0	0	0	0	5	ORTOPEDIA Y TRAUMATOLOGIA	4	0	0	0	0	4	MEDICINA FISICA Y REHABILITACION	0	1	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M23.6	OTRA RUPTURA ESPONTANEA DEL (DE LOS) LIGAMENTO(S) DE LA RODILLA	0	0	0	0	5	ORTOPEDIA Y TRAUMATOLOGIA	5	0	0	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M23.8	OTROS TRASTORNOS INTERNOS DE LA RODILLA	1	1	0	2	3	ORTOPEDIA Y TRAUMATOLOGIA	1	2	0	0	0	3		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M23.9	TRASTORNO INTERNO DE LA RODILLA, NO ESPECIFICADO	1	1	0	2	3	ORTOPEDIA Y TRAUMATOLOGIA	0	3	0	0	0	3		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M25.0	HEMARTROSIS	0	0	0	0	5	REUMATOLOGIA	1	0	0	0	0	1	ORTOPEDIA Y TRAUMATOLOGIA	4	0	0	0	0	4		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M25.2	ARTICULACION INESTABLE	0	0	1	1	4	ORTOPEDIA Y TRAUMATOLOGIA	3	1	0	0	0	4		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M25.3	OTRAS INESTABILIDADES ARTICULARES	0	0	0	0	5	ORTOPEDIA Y TRAUMATOLOGIA	3	1	0	0	1	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M25.4	DERRAME ARTICULAR	0	0	0	0	5	REUMATOLOGIA	2	0	0	0	0	2	ORTOPEDIA Y TRAUMATOLOGIA	2	1	0	0	0	3		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M25.5	DOLOR EN ARTICULACION	0	0	5	5	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M25.6	RIGIDEZ ARTICULAR, NO CLASIFICADA EN OTRA PARTE	0	0	3	3	2	ORTOPEDIA Y TRAUMATOLOGIA	0	1	0	0	0	1	REUMATOLOGIA	0	0	1	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M25.7	OSTEOFITO	0	0	3	3	2	ORTOPEDIA Y TRAUMATOLOGIA	1	0	0	0	1	2		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M25.8	OTROS TRASTORNOS ARTICULARES ESPECIFICADOS	2	0	2	4	1	OTORRINOLARINGOLOGIA	0	1	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M25.9	TRASTORNO ARTICULAR, NO ESPECIFICADO	1	0	1	2	3	ORTOPEDIA Y TRAUMATOLOGIA	1	2	0	0	0	3		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
